1000
;;;Imported Bertec Force Plate #1 - Force;;;Imported Bertec Force Plate #1 - Moment;;;Imported Bertec Force Plate #1 - CoP;;;
Frame;Sub Frame;Tiempo;Fx;Fy;Fz;Mx;My;Mz;Cx;Cy;Cz
;;;N;N;N;N.mm;N.mm;N.mm;mm;mm;mm
349;8;1.408;3.51073;1.03376;17.9156;-1855.94;-1195.56;301.254;200;300;0
349;9;1.409;3.49699;1.07318;18.9374;-1927.37;-1293.46;290.642;200;300;0
350;0;1.41;3.45897;1.11024;19.956;-1994.66;-1394.44;276.903;200;300;0
350;1;1.411;3.39409;1.14445;20.9645;-2056.89;-1498.2;259.759;200;300;0
350;2;1.412;3.29959;1.17524;21.9552;-2113.06;-1604.4;238.919;200;300;0
350;3;1.413;3.17263;1.20201;22.9194;-2162.09;-1712.62;214.085;200;300;0
350;4;1.414;3.01022;1.2241;23.8478;-2202.8;-1822.41;184.947;200;300;0
350;5;1.415;2.80925;1.24083;24.7301;-2233.97;-1933.24;151.188;200;300;0
350;6;1.416;2.56648;1.25146;25.5552;-2254.26;-2044.49;112.481;200;300;0
350;7;1.417;2.27858;1.25518;26.3109;-2262.24;-2155.5;68.4933;200;300;0
350;8;1.418;1.94211;1.25117;26.9842;-2256.42;-2265.52;18.8875;200;300;0
350;9;1.419;1.55353;1.23854;27.5609;-2235.19;-2373.71;-36.6782;200;300;0
351;0;1.42;1.10922;1.21634;28.0258;-2196.88;-2479.14;-98.5477;200;300;0
351;1;1.421;0.605507;1.18359;28.3628;-2139.72;-2580.8;-167.064;200;300;0
351;2;1.422;0.038652;1.13925;28.5545;-2061.85;-2677.59;-242.569;200;300;0
351;3;1.423;-0.595113;1.08225;28.5825;-1961.32;-2768.29;-325.398;200;300;0
351;4;1.424;-1.29957;1.01145;28.4273;-1836.13;-2851.59;-415.878;200;300;0
351;5;1.425;-2.07847;0.925692;28.0682;-1684.17;-2926.08;-514.324;200;300;0
351;6;1.426;-2.93555;0.823761;27.4836;-1503.28;-2990.22;-621.038;200;300;0
351;7;1.427;-3.87447;0.704416;26.6507;-1291.24;-3042.38;-736.298;200;300;0
351;8;1.428;-4.89876;0.566384;25.5456;-1045.77;-3080.8;-860.36;200;300;0
351;9;1.429;-6.01183;0.408366;24.1436;-764.557;-3103.62;-993.45;200;300;0
352;0;1.43;-7.2169;0.229046;22.4187;-445.241;-3108.84;-1135.76;200;300;0
352;1;1.431;-8.51693;0.0271;20.3445;-85.4646;-3094.38;-1287.43;200;300;0
352;2;1.432;-9.91463;-0.198799;17.8934;317.134;-3058;-1448.56;200;300;0
352;3;1.433;-11.4123;-0.449965;15.0374;764.896;-2997.38;-1619.19;200;300;0
352;4;1.434;-13.0119;-0.727694;11.7478;1260.12;-2910.09;-1799.29;200;300;0
352;5;1.435;-14.7149;-1.03324;7.99561;1805.04;-2793.57;-1988.78;200;300;0
352;6;1.436;-16.5222;-1.36782;3.75155;2401.8;-2645.2;-2187.46;200;300;0
352;7;1.437;-18.434;-1.73258;-1.01368;3052.42;-2462.23;-2395.06;-2229;-2711.23;0
352;8;1.438;-20.4498;-2.12857;-6.32918;3758.79;-2241.86;-2611.2;-154.211;-293.883;0
352;9;1.439;-22.5683;-2.55675;-12.2236;4522.6;-1981.2;-2835.39;37.9207;-69.9883;0
353;0;1.44;-24.7874;-3.01797;-18.725;5345.33;-1677.3;-3067.01;110.425;14.5353;0
353;1;1.441;-27.1037;-3.51291;-25.8603;6228.22;-1327.17;-3305.3;148.679;59.1593;0
353;2;1.442;-29.513;-4.04211;-33.6553;7172.23;-927.81;-3549.38;172.432;86.8917;0
353;3;1.443;-32.0097;-4.60592;-42.1341;8178;-476.184;-3798.19;188.698;105.906;0
353;4;1.444;-34.5867;-5.20448;-51.3189;9245.81;30.7229;-4050.51;200.599;119.836;0
353;5;1.445;-37.2358;-5.83769;-61.2294;10375.6;595.9;-4304.95;209.732;130.546;0
353;6;1.446;-39.9471;-6.50523;-71.883;11566.8;1222.28;-4559.95;217.004;139.089;0
353;7;1.447;-42.7088;-7.20649;-83.2937;12818.5;1912.73;-4813.75;222.964;146.105;0
353;8;1.448;-45.5077;-7.94058;-95.4725;14129.2;2670.02;-5064.44;227.966;152.007;0
353;9;1.449;-48.3286;-8.70633;-108.426;15497.2;3496.79;-5309.89;232.25;157.072;0
354;0;1.45;-51.1545;-9.50224;-122.158;16920;4395.54;-5547.84;235.982;161.491;0
354;1;1.451;-53.9663;-10.3265;-136.667;18394.8;5368.62;-5775.82;239.282;165.405;0
354;2;1.452;-56.7433;-11.1771;-151.948;19918.3;6418.18;-5991.24;242.239;168.914;0
354;3;1.453;-59.4624;-12.0516;-167.99;21486.7;7546.18;-6191.39;244.921;172.095;0
354;4;1.454;-62.0991;-12.9473;-184.777;23095.9;8754.35;-6373.42;247.378;175.007;0
354;5;1.455;-64.6267;-13.8613;-202.291;24741.4;10044.2;-6534.46;249.652;177.694;0
354;6;1.456;-67.0171;-14.7904;-220.507;26418.4;11417.1;-6671.57;251.776;180.193;0
354;7;1.457;-69.2407;-15.7315;-239.396;28121.8;12873.9;-6781.85;253.777;182.53;0
354;8;1.458;-71.2665;-16.681;-258.926;29846.6;14415.7;-6862.46;255.675;184.729;0
354;9;1.459;-73.0627;-17.6354;-279.058;31587.5;16042.9;-6910.65;257.489;186.807;0
355;0;1.46;-74.5967;-18.5914;-299.753;33339.5;17755.9;-6923.91;259.235;188.777;0
355;1;1.461;-75.8359;-19.5454;-320.969;35097.7;19555.2;-6899.91;260.925;190.651;0
355;2;1.462;-76.7475;-20.4944;-342.661;36857.3;21440.6;-6836.66;262.571;192.438;0
355;3;1.463;-77.2998;-21.4354;-364.783;38614.2;23412.2;-6732.51;264.181;194.145;0
355;4;1.464;-77.4619;-22.3657;-387.288;40364.6;25470;-6586.23;265.765;195.776;0
355;5;1.465;-77.2048;-23.2832;-410.132;42105.1;27613.7;-6397.04;267.329;197.338;0
355;6;1.466;-76.5014;-24.1861;-433.269;43833.2;29843.2;-6164.65;268.879;198.832;0
355;7;1.467;-75.3276;-25.0732;-456.658;45546.7;32158.4;-5889.3;270.421;200.261;0
355;8;1.468;-73.6623;-25.944;-480.257;47244.1;34559.1;-5571.71;271.96;201.627;0
355;9;1.469;-71.488;-26.7984;-504.032;48924.6;37045.4;-5213.11;273.498;202.933;0
356;0;1.47;-68.791;-27.6369;-527.948;50587.8;39617.1;-4815.2;275.04;204.18;0
356;1;1.471;-65.5621;-28.4604;-551.976;52233.7;42274.4;-4380.08;276.587;205.37;0
356;2;1.472;-61.7964;-29.2703;-576.093;53862.8;45017.3;-3910.22;278.143;206.503;0
356;3;1.473;-57.4935;-30.0683;-600.278;55476;47846;-3408.39;279.706;207.583;0
356;4;1.474;-52.6576;-30.8564;-624.513;57074.2;50760.4;-2877.53;281.28;208.61;0
356;5;1.475;-47.2975;-31.6363;-648.787;58658.7;53760.6;-2320.77;282.863;209.587;0
356;6;1.476;-41.4263;-32.41;-673.089;60230.6;56846.3;-1741.29;284.456;210.516;0
356;7;1.477;-35.0613;-33.1791;-697.414;61791.2;60017.2;-1142.3;286.057;211.4;0
356;8;1.478;-28.2237;-33.9448;-721.757;63341.4;63272.6;-526.959;287.665;212.24;0
356;9;1.479;-20.9383;-34.7079;-746.115;64882.2;66611.4;101.636;289.278;213.04;0
357;0;1.48;-13.2332;-35.4685;-770.486;66414.2;70032.1;740.484;290.893;213.802;0
357;1;1.481;-5.13975;-36.2263;-794.868;67937.3;73532.6;1386.69;292.509;214.53;0
357;2;1.482;3.30818;-36.9801;-819.258;69451.6;77110.1;2037.47;294.122;215.226;0
357;3;1.483;12.0741;-37.728;-843.652;70956.2;80761.1;2690.11;295.728;215.894;0
357;4;1.484;21.1193;-38.4675;-868.042;72450;84481.3;3341.97;297.324;216.536;0
357;5;1.485;30.4029;-39.1953;-892.419;73931.1;88265.2;3990.45;298.906;217.157;0
357;6;1.486;39.882;-39.9075;-916.768;75397.2;92106.6;4632.91;300.469;217.758;0
357;7;1.487;49.5118;-40.5998;-941.071;76845.5;95998.1;5266.68;302.009;218.343;0
357;8;1.488;59.2455;-41.2675;-965.305;78272.6;99930.9;5888.94;303.523;218.914;0
357;9;1.489;69.0344;-41.9055;-989.439;79674.5;103896;6496.74;305.004;219.475;0
358;0;1.49;78.8276;-42.5089;-1013.44;81046.9;107881;7086.89;306.45;220.028;0
358;1;1.491;88.5725;-43.0728;-1037.27;82385;111875;7655.98;307.855;220.575;0
358;2;1.492;98.214;-43.5925;-1060.88;83683.9;115864;8200.28;309.215;221.118;0
358;3;1.493;107.695;-44.064;-1084.21;84938.3;119834;8715.75;310.526;221.659;0
358;4;1.494;116.956;-44.4838;-1107.22;86142.9;123769;9198.06;311.783;222.199;0
358;5;1.495;125.937;-44.8493;-1129.84;87292.4;127653;9642.54;312.984;222.739;0
358;6;1.496;134.572;-45.1589;-1152;88381.7;131469;10044.3;314.123;223.28;0
358;7;1.497;142.799;-45.412;-1173.63;89405.9;135199;10398;315.197;223.821;0
358;8;1.498;150.55;-45.6092;-1194.68;90360.6;138826;10698.5;316.204;224.364;0
358;9;1.499;157.757;-45.752;-1215.05;91241.9;142331;10940.4;317.14;224.907;0
359;0;1.5;164.355;-45.8433;-1234.68;92046.5;145695;11118.2;318.002;225.449;0
359;1;1.501;170.276;-45.8866;-1253.51;92771.9;148902;11226.8;318.788;225.99;0
359;2;1.502;175.455;-45.8865;-1271.46;93416.1;151935;11261.5;319.496;226.529;0
359;3;1.503;179.83;-45.8483;-1288.47;93978.1;154777;11217.9;320.124;227.062;0
359;4;1.504;183.342;-45.7775;-1304.48;94457.8;157413;11092.4;320.671;227.59;0
359;5;1.505;185.936;-45.6802;-1319.45;94855.8;159831;10882;321.134;228.109;0
359;6;1.506;187.565;-45.5622;-1333.32;95173.4;162017;10584.8;321.514;228.619;0
359;7;1.507;188.187;-45.4293;-1346.05;95412.5;163963;10199.9;321.81;229.117;0
359;8;1.508;187.77;-45.2868;-1357.63;95575.9;165659;9727.68;322.021;229.601;0
359;9;1.509;186.291;-45.1396;-1368.02;95666.6;167100;9169.34;322.147;230.069;0
360;0;1.51;183.735;-44.9917;-1377.22;95688.2;168281;8527.47;322.189;230.521;0
360;1;1.511;180.1;-44.8467;-1385.22;95644.7;169200;7805.7;322.147;230.953;0
360;2;1.512;175.393;-44.7073;-1392.02;95540.4;169857;7008.71;322.022;231.365;0
360;3;1.513;169.632;-44.5756;-1397.63;95379.6;170253;6142.13;321.816;231.756;0
360;4;1.514;162.846;-44.4533;-1402.08;95167.1;170393;5212.4;321.529;232.124;0
360;5;1.515;155.075;-44.3414;-1405.38;94907.7;170280;4226.69;321.163;232.468;0
360;6;1.516;146.367;-44.2406;-1407.58;94606.3;169923;3192.68;320.72;232.788;0
360;7;1.517;136.781;-44.1513;-1408.69;94268;169330;2118.51;320.203;233.081;0
360;8;1.518;126.382;-44.0739;-1408.78;93897.5;168510;1012.56;319.614;233.348;0
360;9;1.519;115.243;-44.0086;-1407.88;93500.1;167476;-116.659;318.956;233.588;0
361;0;1.52;103.444;-43.9558;-1406.05;93080.5;166239;-1260.64;318.231;233.8;0
361;1;1.521;91.0665;-43.9157;-1403.33;92643.7;164812;-2411;317.444;233.983;0
361;2;1.522;78.1988;-43.8891;-1399.79;92194.5;163211;-3559.6;316.596;234.137;0
361;3;1.523;64.9295;-43.8766;-1395.49;91737.5;161448;-4698.66;315.693;234.261;0
361;4;1.524;51.349;-43.8791;-1390.49;91277.4;159541;-5820.81;314.738;234.356;0
361;5;1.525;37.5473;-43.8977;-1384.84;90818.3;157504;-6919.23;313.734;234.42;0
361;6;1.526;23.6138;-43.9338;-1378.62;90364.6;155354;-7987.63;312.688;234.453;0
361;7;1.527;9.63558;-43.9886;-1371.9;89920.2;153106;-9020.36;311.602;234.456;0
361;8;1.528;-4.30311;-44.0635;-1364.72;89488.8;150777;-10012.4;310.482;234.427;0
361;9;1.529;-18.1217;-44.1601;-1357.16;89073.9;148381;-10959.5;309.332;234.367;0
362;0;1.53;-31.7438;-44.2794;-1349.28;88678.7;145936;-11857.9;308.158;234.277;0
362;1;1.531;-45.0983;-44.4228;-1341.14;88305.9;143455;-12704.6;306.964;234.156;0
362;2;1.532;-58.1192;-44.5911;-1332.81;87958.2;140953;-13497.3;305.757;234.005;0
362;3;1.533;-70.7462;-44.7849;-1324.32;87637.5;138445;-14234.3;304.54;233.825;0
362;4;1.534;-82.9251;-45.0045;-1315.75;87345.7;135943;-14914.5;303.319;233.616;0
362;5;1.535;-94.6079;-45.2499;-1307.15;87084.1;133461;-15537.2;302.101;233.379;0
362;6;1.536;-105.753;-45.5205;-1298.55;86853.5;131009;-16102.3;300.889;233.115;0
362;7;1.537;-116.324;-45.8154;-1290.01;86654.5;128599;-16610.2;299.688;232.827;0
362;8;1.538;-126.291;-46.1332;-1281.57;86487;126242;-17061.5;298.505;232.515;0
362;9;1.539;-135.632;-46.4719;-1273.26;86350.7;123944;-17457.5;297.344;232.182;0
363;0;1.54;-144.327;-46.8292;-1265.12;86244.8;121716;-17799.3;296.209;231.829;0
363;1;1.541;-152.364;-47.2023;-1257.17;86167.9;119563;-18088.7;295.105;231.459;0
363;2;1.542;-159.736;-47.588;-1249.43;86118.6;117491;-18327.3;294.036;231.074;0
363;3;1.543;-166.44;-47.9827;-1241.93;86094.8;115506;-18517;293.005;230.677;0
363;4;1.544;-172.477;-48.3824;-1234.68;86094;113611;-18660;292.017;230.27;0
363;5;1.545;-177.854;-48.7828;-1227.69;86113.8;111810;-18758.2;291.073;229.857;0
363;6;1.546;-182.578;-49.1793;-1220.97;86151;110103;-18813.8;290.177;229.44;0
363;7;1.547;-186.664;-49.5672;-1214.51;86202.6;108493;-18829;289.331;229.023;0
363;8;1.548;-190.127;-49.9415;-1208.32;86265.2;106979;-18805.9;288.536;228.607;0
363;9;1.549;-192.984;-50.2972;-1202.38;86335.2;105562;-18746.7;287.794;228.196;0
364;0;1.55;-195.256;-50.6291;-1196.69;86408.9;104238;-18653.4;287.105;227.794;0
364;1;1.551;-196.966;-50.9321;-1191.25;86482.6;103008;-18528.3;286.471;227.401;0
364;2;1.552;-198.137;-51.2013;-1186.02;86552.6;101867;-18373.3;285.89;227.022;0
364;3;1.553;-198.795;-51.4318;-1180.99;86614.9;100813;-18190.4;285.363;226.659;0
364;4;1.554;-198.966;-51.6189;-1176.15;86665.9;99842.5;-17981.8;284.889;226.314;0
364;5;1.555;-198.677;-51.7581;-1171.47;86702;98950.5;-17749.3;284.467;225.989;0
364;6;1.556;-197.955;-51.8453;-1166.93;86719.4;98132.9;-17494.8;284.095;225.686;0
364;7;1.557;-196.829;-51.8767;-1162.49;86715;97384.8;-17220.2;283.772;225.406;0
364;8;1.558;-195.328;-51.8487;-1158.15;86685.3;96701.2;-16927.4;283.496;225.152;0
364;9;1.559;-193.479;-51.7585;-1153.87;86627.4;96076.9;-16618.2;283.265;224.924;0
365;0;1.56;-191.31;-51.6033;-1149.62;86538.5;95506.5;-16294.4;283.077;224.724;0
365;1;1.561;-188.849;-51.381;-1145.38;86416;94984.6;-15957.7;282.929;224.552;0
365;2;1.562;-186.124;-51.0901;-1141.12;86257.6;94505.7;-15610;282.818;224.41;0
365;3;1.563;-183.162;-50.7294;-1136.82;86061.2;94064.5;-15252.8;282.744;224.297;0
365;4;1.564;-179.988;-50.2982;-1132.45;85825.2;93655.5;-14887.8;282.702;224.213;0
365;5;1.565;-176.628;-49.7964;-1127.99;85548;93273.6;-14516.7;282.69;224.159;0
365;6;1.566;-173.107;-49.2246;-1123.42;85228.6;92913.6;-14141.1;282.706;224.135;0
365;7;1.567;-169.448;-48.5834;-1118.71;84866;92570.7;-13762.5;282.748;224.139;0
365;8;1.568;-165.675;-47.8744;-1113.85;84459.7;92240.1;-13382.5;282.812;224.173;0
365;9;1.569;-161.81;-47.0993;-1108.81;84009.5;91917.3;-13002.4;282.897;224.234;0
366;0;1.57;-157.872;-46.2605;-1103.58;83515.5;91598.3;-12623.8;283.001;224.324;0
366;1;1.571;-153.882;-45.3605;-1098.16;82977.8;91278.9;-12248;283.12;224.439;0
366;2;1.572;-149.86;-44.4025;-1092.51;82397.3;90955.7;-11876.4;283.254;224.58;0
366;3;1.573;-145.821;-43.3898;-1086.64;81774.6;90625.2;-11510;283.399;224.746;0
366;4;1.574;-141.783;-42.326;-1080.54;81111;90284.4;-11150.2;283.555;224.935;0
366;5;1.575;-137.762;-41.2151;-1074.19;80407.8;89930.5;-10798.1;283.72;225.146;0
366;6;1.576;-133.771;-40.0613;-1067.59;79666.5;89561.1;-10454.6;283.891;225.377;0
366;7;1.577;-129.824;-38.8689;-1060.74;78889;89174.2;-10120.8;284.068;225.629;0
366;8;1.578;-125.933;-37.6424;-1053.65;78077.1;88767.9;-9797.45;284.248;225.898;0
366;9;1.579;-122.108;-36.3863;-1046.29;77233;88340.7;-9485.46;284.432;226.184;0
367;0;1.58;-118.36;-35.1053;-1038.69;76358.9;87891.4;-9185.52;284.617;226.486;0
367;1;1.581;-114.696;-33.8041;-1030.84;75457.1;87419.1;-8898.26;284.803;226.801;0
367;2;1.582;-111.126;-32.4874;-1022.75;74530.1;86923.1;-8624.25;284.989;227.128;0
367;3;1.583;-107.655;-31.1598;-1014.43;73580.2;86403.2;-8363.93;285.174;227.466;0
;;MAXIMO;188.187;16.8394;28.5825;95688.2;170393.0;11261.5;325.638;317.383;0.0
;;MINIMO;-198.966;-51.8767;-1408.78;-6272.08;-48819.0;-18829.0;-2229.0;-2711.23;0.0
;;RANGO;387.153;68.7161;1437.3625;101960.28;219212.0;30090.5;2554.638;3028.613;0.0
